-0.59908,-0.72737,0.08995,0.0000,0.0000,0.0000,0.03000,0.00100
-0.54799,-0.79843,0.08981,0.0000,0.0000,0.0000,0.03000,0.00100
-0.49296,-0.87147,0.08964,0.0000,0.0000,0.0000,0.03000,0.00100
-0.48200,-0.88127,0.08956,0.0000,0.0000,0.0000,0.03000,0.00100
-0.47658,-0.88503,0.08952,0.0000,0.0000,0.0000,0.03000,0.00100
-0.47119,-0.88792,0.08947,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46585,-0.88984,0.08941,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46320,-0.89042,0.08937,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46056,-0.89072,0.08934,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45760,-0.89073,0.08930,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45466,-0.89040,0.08925,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45175,-0.88972,0.08921,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44885,-0.88872,0.08916,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44598,-0.88741,0.08911,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44313,-0.88579,0.08906,0.0000,0.0000,0.0000,0.03000,0.00100
-0.43751,-0.88167,0.08894,0.0000,0.0000,0.0000,0.03000,0.00100
-0.43199,-0.87647,0.08882,0.0000,0.0000,0.0000,0.03000,0.00100
-0.42658,-0.87026,0.08870,0.0000,0.0000,0.0000,0.03000,0.00100
-0.41613,-0.85517,0.08843,0.0000,0.0000,0.0000,0.03000,0.00100
-0.39688,-0.81673,0.08784,0.0000,0.0000,0.0000,0.03000,0.00100
-0.38022,-0.77183,0.08724,0.0000,0.0000,0.0000,0.03000,0.00100
-0.36471,-0.71779,0.08658,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35390,-0.66411,0.08599,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35333,-0.66378,0.12649,0.0000,0.0000,0.0000,0.03000,0.00100
-0.34732,-0.58737,0.12578,0.0000,0.0000,0.0000,0.03000,0.00100
-0.34949,-0.55260,0.12552,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35546,-0.52105,0.12535,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35996,-0.50669,0.12529,0.0000,0.0000,0.0000,0.03000,0.00100
-0.36551,-0.49340,0.12526,0.0000,0.0000,0.0000,0.03000,0.00100
-0.37215,-0.48126,0.12526,0.0000,0.0000,0.0000,0.03000,0.00100
-0.37990,-0.47036,0.12528,0.0000,0.0000,0.0000,0.03000,0.00100
-0.38880,-0.46078,0.12532,0.0000,0.0000,0.0000,0.03000,0.00100
-0.39889,-0.45262,0.12540,0.0000,0.0000,0.0000,0.03000,0.00100
-0.41019,-0.44595,0.12550,0.0000,0.0000,0.0000,0.03000,0.00100
-0.42274,-0.44087,0.12564,0.0000,0.0000,0.0000,0.03000,0.00100
-0.43209,-0.43834,0.12575,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44196,-0.43658,0.12587,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46294,-0.43535,0.12615,0.0000,0.0000,0.0000,0.03000,0.00100
-0.48500,-0.43709,0.12648,0.0000,0.0000,0.0000,0.03000,0.00100
-0.50749,-0.44169,0.12683,0.0000,0.0000,0.0000,0.03000,0.00100
-0.52974,-0.44906,0.12720,0.0000,0.0000,0.0000,0.03000,0.00100
-0.55107,-0.45911,0.12758,0.0000,0.0000,0.0000,0.03000,0.00100
-0.57084,-0.47173,0.12796,0.0000,0.0000,0.0000,0.03000,0.00100
-0.58836,-0.48684,0.12833,0.0000,0.0000,0.0000,0.03000,0.00100
-0.60336,-0.50463,0.12869,0.0000,0.0000,0.0000,0.03000,0.00100
-0.61542,-0.52441,0.12902,0.0000,0.0000,0.0000,0.03000,0.00100
-0.62464,-0.54567,0.12932,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63108,-0.56792,0.12959,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63485,-0.59066,0.12983,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63603,-0.61340,0.13004,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63471,-0.63563,0.13020,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63096,-0.65687,0.13032,0.0000,0.0000,0.0000,0.03000,0.00100
-0.62536,-0.67552,0.13039,0.0000,0.0000,0.0000,0.03000,0.00100
-0.61794,-0.69321,0.13043,0.0000,0.0000,0.0000,0.03000,0.00100
-0.59851,-0.72704,0.13044,0.0000,0.0000,0.0000,0.03000,0.00100
-0.54742,-0.79810,0.13030,0.0000,0.0000,0.0000,0.03000,0.00100
-0.49239,-0.87114,0.13013,0.0000,0.0000,0.0000,0.03000,0.00100
-0.48144,-0.88094,0.13006,0.0000,0.0000,0.0000,0.03000,0.00100
-0.47601,-0.88470,0.13001,0.0000,0.0000,0.0000,0.03000,0.00100
-0.47062,-0.88758,0.12996,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46528,-0.88951,0.12990,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46263,-0.89009,0.12987,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45999,-0.89039,0.12983,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45703,-0.89040,0.12979,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45410,-0.89007,0.12975,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45118,-0.88939,0.12970,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44828,-0.88839,0.12965,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44541,-0.88708,0.12960,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44256,-0.88546,0.12955,0.0000,0.0000,0.0000,0.03000,0.00100
-0.43694,-0.88134,0.12944,0.0000,0.0000,0.0000,0.03000,0.00100
-0.43142,-0.87614,0.12932,0.0000,0.0000,0.0000,0.03000,0.00100
-0.42601,-0.86993,0.12919,0.0000,0.0000,0.0000,0.03000,0.00100
-0.41556,-0.85484,0.12892,0.0000,0.0000,0.0000,0.03000,0.00100
-0.39631,-0.81639,0.12834,0.0000,0.0000,0.0000,0.03000,0.00100
-0.37965,-0.77150,0.12774,0.0000,0.0000,0.0000,0.03000,0.00100
-0.36414,-0.71746,0.12708,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35333,-0.66378,0.12649,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35265,-0.66338,0.17546,0.0000,0.0000,0.0000,0.03000,0.00100
-0.34663,-0.58697,0.17476,0.0000,0.0000,0.0000,0.03000,0.00100
-0.34880,-0.55220,0.17450,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35478,-0.52065,0.17433,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35928,-0.50629,0.17427,0.0000,0.0000,0.0000,0.03000,0.00100
-0.36483,-0.49300,0.17424,0.0000,0.0000,0.0000,0.03000,0.00100
-0.37146,-0.48086,0.17424,0.0000,0.0000,0.0000,0.03000,0.00100
-0.37921,-0.46996,0.17426,0.0000,0.0000,0.0000,0.03000,0.00100
-0.38811,-0.46038,0.17430,0.0000,0.0000,0.0000,0.03000,0.00100
-0.39820,-0.45222,0.17438,0.0000,0.0000,0.0000,0.03000,0.00100
-0.40950,-0.44555,0.17448,0.0000,0.0000,0.0000,0.03000,0.00100
-0.42205,-0.44047,0.17461,0.0000,0.0000,0.0000,0.03000,0.00100
-0.43140,-0.43794,0.17472,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44127,-0.43618,0.17485,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46225,-0.43495,0.17513,0.0000,0.0000,0.0000,0.03000,0.00100
-0.48431,-0.43669,0.17546,0.0000,0.0000,0.0000,0.03000,0.00100
-0.50680,-0.44129,0.17581,0.0000,0.0000,0.0000,0.03000,0.00100
-0.52905,-0.44866,0.17618,0.0000,0.0000,0.0000,0.03000,0.00100
-0.55039,-0.45871,0.17656,0.0000,0.0000,0.0000,0.03000,0.00100
-0.57015,-0.47133,0.17694,0.0000,0.0000,0.0000,0.03000,0.00100
-0.58767,-0.48644,0.17731,0.0000,0.0000,0.0000,0.03000,0.00100
-0.60267,-0.50423,0.17767,0.0000,0.0000,0.0000,0.03000,0.00100
-0.61474,-0.52401,0.17800,0.0000,0.0000,0.0000,0.03000,0.00100
-0.62395,-0.54527,0.17830,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63040,-0.56752,0.17857,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63417,-0.59026,0.17881,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63535,-0.61300,0.17901,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63402,-0.63523,0.17918,0.0000,0.0000,0.0000,0.03000,0.00100
-0.63027,-0.65647,0.17930,0.0000,0.0000,0.0000,0.03000,0.00100
-0.62468,-0.67512,0.17937,0.0000,0.0000,0.0000,0.03000,0.00100
-0.61726,-0.69281,0.17941,0.0000,0.0000,0.0000,0.03000,0.00100
-0.59782,-0.72664,0.17942,0.0000,0.0000,0.0000,0.03000,0.00100
-0.54674,-0.79770,0.17928,0.0000,0.0000,0.0000,0.03000,0.00100
-0.49170,-0.87074,0.17911,0.0000,0.0000,0.0000,0.03000,0.00100
-0.48075,-0.88054,0.17903,0.0000,0.0000,0.0000,0.03000,0.00100
-0.47532,-0.88430,0.17899,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46993,-0.88718,0.17894,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46459,-0.88911,0.17888,0.0000,0.0000,0.0000,0.03000,0.00100
-0.46194,-0.88969,0.17885,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45931,-0.88999,0.17881,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45635,-0.89000,0.17877,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45341,-0.88967,0.17873,0.0000,0.0000,0.0000,0.03000,0.00100
-0.45049,-0.88899,0.17868,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44760,-0.88799,0.17863,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44472,-0.88668,0.17858,0.0000,0.0000,0.0000,0.03000,0.00100
-0.44188,-0.88505,0.17853,0.0000,0.0000,0.0000,0.03000,0.00100
-0.43625,-0.88094,0.17841,0.0000,0.0000,0.0000,0.03000,0.00100
-0.43073,-0.87574,0.17829,0.0000,0.0000,0.0000,0.03000,0.00100
-0.42532,-0.86953,0.17817,0.0000,0.0000,0.0000,0.03000,0.00100
-0.41487,-0.85444,0.17790,0.0000,0.0000,0.0000,0.03000,0.00100
-0.39563,-0.81599,0.17731,0.0000,0.0000,0.0000,0.03000,0.00100
-0.37896,-0.77110,0.17671,0.0000,0.0000,0.0000,0.03000,0.00100
-0.36345,-0.71706,0.17605,0.0000,0.0000,0.0000,0.03000,0.00100
-0.35265,-0.66338,0.17546,0.0000,0.0000,0.0000,0.03000,0.00100
